instance family sequentialixinduced3 sequentialixinducedrestarts5
si6_b03m_m400.07 4 181 127
si6_b03m_m400.02 4 123 112
si6_b03m_m400.05 4 174 172
si6_b03m_m400.00 4 173 146
si6_b03m_m400.06 4 111 164
si6_b03m_m400.04 4 170 118
si4_m4D_m256.07 5 45 46
si4_m4D_m256.06 5 27 46
si4_m4D_m256.05 5 39 45
si4_m4D_m256.08 5 49 59
si4_m4D_m256.04 5 48 28
si4_m4D_m256.09 5 48 40
si4_m4D_m256.02 5 56 47
si4_m4D_m256.00 5 63 50
si4_m4D_m256.03 5 54 53
si4_m4D_m256.01 5 62 49
si6_b06m_m800.07 4 580 677
si6_b06m_m800.04 4 548 657
si6_b06m_m800.01 4 571 528
si6_b06m_m800.00 4 616 649
si6_b06m_m800.05 4 562 512
si6_b06m_m800.08 4 518 615
si6_b06m_m800.09 4 543 601
si6_b06m_m800.02 4 541 681
si6_b06m_m800.03 4 707 538
si6_b06m_m800.06 4 542 588
si4_r001_m400.08 7 132 175
si4_r001_m400.06 7 167 157
si4_r001_m400.02 7 186 173
si4_r001_m400.00 7 102 108
si4_r001_m400.04 7 157 163
si4_r001_m400.03 7 135 156
si4_r001_m400.09 7 152 141
si4_r001_m400.05 7 256 161
si4_r001_m400.01 7 136 134
si4_r001_m400.07 7 187 250
si2_m4Dr6_m1296.00 6 1180 983
si2_m4Dr6_m1296.01 6 921 917
si2_m4Dr6_m1296.09 6 975 903
si2_m4Dr6_m1296.06 6 1058 1095
si2_m4Dr6_m1296.03 6 1111 884
si2_m4Dr6_m1296.02 6 1146 962
si2_m4Dr6_m1296.05 6 1035 999
si2_m4Dr6_m1296.08 6 1026 1020
si2_m4Dr6_m1296.04 6 1091 946
si2_m4Dr6_m1296.07 6 1098 1003
si2_b03_m800.07 3 300 392
si2_b03_m800.08 3 320 340
si2_b03_m800.04 3 515 407
si2_b03_m800.05 3 336 285
si2_b03_m800.09 3 306 371
si2_b03_m800.00 3 393 365
si2_b03_m800.02 3 355 398
si2_b03_m800.03 3 318 349
si2_b03_m800.01 3 325 286
si2_b03_m800.06 3 383 296
si4_b03m_m200.05 4 32 34
si4_b03m_m200.02 4 16 28
si4_b03m_m200.04 4 31 26
si4_b03m_m200.07 4 15 26
si4_b03m_m200.00 4 33 28
si4_b03m_m200.06 4 19 27
si4_b03m_m200.03 4 27 28
si4_b03m_m200.09 4 19 26
si4_b03m_m200.08 4 32 33
si4_b03m_m200.01 4 26 26
si2_b06m_m200.04 4 23 23
si2_b06m_m200.03 4 22 17
si2_b06m_m200.08 4 16 13
si2_b06m_m200.06 4 29 20
si2_b06m_m200.05 4 22 21
si2_b06m_m200.02 4 23 22
si2_b06m_m200.00 4 27 23
si2_b06m_m200.01 4 23 23
si2_b06m_m200.09 4 22 22
si2_b06m_m200.07 4 23 23
si6_m4Dr4_m625.05 6 364 400
si6_m4Dr4_m625.09 6 367 288
si6_m4Dr4_m625.04 6 385 380
si6_m4Dr4_m625.00 6 395 308
si6_m4Dr4_m625.08 6 381 375
si6_m4Dr4_m625.06 6 284 284
si6_m4Dr4_m625.01 6 336 300
si6_m4Dr4_m625.03 6 366 392
si6_m4Dr4_m625.07 6 518 368
si6_m4Dr4_m625.02 6 392 339
si4_b03_m200.06 3 32 34
si4_b03_m200.02 3 33 33
si4_b03_m200.07 3 23 32
si4_b03_m200.04 3 37 34
si4_b03_m200.03 3 38 33
si4_b03_m200.05 3 32 33
si4_b03_m200.09 3 39 36
si4_b03_m200.01 3 32 22
si4_b03_m200.00 3 33 28
si4_b03_m200.08 3 42 37
si2_b03_m400.03 3 122 74
si2_b03_m400.06 3 90 92
si2_b03_m400.07 3 109 71
si2_b03_m400.01 3 74 99
si2_b03_m400.05 3 116 111
si2_b03_m400.09 3 83 88
si2_b03_m400.02 3 98 103
si2_b03_m400.00 3 98 77
si2_b03_m400.08 3 124 81
si2_b03_m400.04 3 58 67
si4_b09_m200.02 3 29 45
si4_b09_m200.01 3 38 26
si4_b09_m200.00 3 44 56
si4_b09_m200.09 3 41 24
si4_b09_m200.08 3 22 26
si4_b09_m200.04 3 46 38
si4_b09_m200.06 3 26 37
si4_b09_m200.05 3 37 29
si4_b09_m200.07 3 22 34
si4_b09_m200.03 3 27 37
si4_m4Dr4_m256.05 6 60 41
si4_m4Dr4_m256.09 6 55 57
si4_m4Dr4_m256.01 6 55 53
si4_m4Dr4_m256.03 6 43 44
si4_m4Dr4_m256.06 6 63 55
si4_m4Dr4_m256.07 6 49 30
si4_m4Dr4_m256.00 6 33 38
si4_m4Dr4_m256.02 6 39 45
si4_m4Dr4_m256.08 6 38 33
si4_m4Dr4_m256.04 6 52 33
si2_m4D_m625.01 5 441 344
si2_m4D_m625.00 5 184 162
si2_m4D_m625.08 5 435 601
si2_m4D_m625.04 5 180 161
si2_m4D_m625.09 5 538 346
si2_m4D_m625.02 5 274 167
si2_m4D_m625.05 5 1058 219
si2_m4D_m625.06 5 566 401
si2_m4D_m625.07 5 457 147
si2_m4D_m625.03 5 203 162
si4_b09_m800.03 3 579 543
si4_b09_m800.02 3 463 562
si4_b09_m800.09 3 526 512
si4_b09_m800.06 3 570 521
si4_b09_m800.04 3 573 620
si4_b09_m800.05 3 571 476
si4_b09_m800.00 3 476 529
si4_b09_m800.01 3 544 574
si4_b09_m800.07 3 631 553
si4_b09_m800.08 3 616 530
si2_m4Dr4_m256.05 6 40 37
si2_m4Dr4_m256.02 6 22 22
si2_m4Dr4_m256.00 6 38 24
si2_m4Dr4_m256.07 6 22 36
si2_m4Dr4_m256.03 6 37 44
si2_m4Dr4_m256.06 6 43 34
si2_m4Dr4_m256.04 6 47 33
si2_m4Dr4_m256.09 6 23 29
si2_m4Dr4_m256.01 6 40 37
si2_m4Dr4_m256.08 6 37 38
si6_m4Dr2_m256.04 6 74 39
si6_m4Dr2_m256.08 6 71 74
si6_m4Dr2_m256.00 6 38 71
si6_m4Dr2_m256.07 6 71 44
si6_m4Dr2_m256.01 6 75 55
si6_m4Dr2_m256.09 6 64 65
si6_m4Dr2_m256.03 6 53 39
si6_m4Dr2_m256.05 6 64 64
si6_m4Dr2_m256.02 6 48 49
si6_m4Dr2_m256.06 6 67 39
si6_b06_m800.00 3 804 651
si6_b06_m800.05 3 728 678
si6_b06_m800.02 3 848 706
si6_b06_m800.07 3 743 676
si6_b06_m800.08 3 739 672
si6_b06_m800.09 3 635 745
si6_b06_m800.06 3 851 761
si6_b06_m800.01 3 827 634
si6_b06_m800.04 3 678 796
si6_b06_m800.03 3 725 635
si4_b09m_m800.06 4 555 544
si4_b09m_m800.01 4 558 508
si4_b09m_m800.02 4 490 414
si4_b09m_m800.08 4 567 521
si4_b09m_m800.04 4 543 512
si4_b09m_m800.03 4 579 418
si4_b09m_m800.09 4 450 419
si4_b09m_m800.05 4 548 458
si4_b09m_m800.00 4 498 524
si4_b09m_m800.07 4 486 495
si2_b06_m800.04 3 324 318
si2_b06_m800.07 3 379 351
si2_b06_m800.02 3 434 276
si2_b06_m800.00 3 439 278
si2_b06_m800.03 3 375 475
si2_b06_m800.05 3 290 328
si2_b06_m800.09 3 343 278
si2_b06_m800.01 3 333 392
si2_b06_m800.08 3 313 299
si2_b06_m800.06 3 367 358
si6_m4D_m256.03 5 68 59
si6_m4D_m256.08 5 68 41
si6_m4D_m256.07 5 35 68
si6_m4D_m256.00 5 58 45
si6_m4D_m256.01 5 68 60
si6_m4D_m256.05 5 67 65
si6_m4D_m256.09 5 51 71
si6_m4D_m256.04 5 62 52
si6_m4D_m256.02 5 63 51
si6_m4D_m256.06 5 68 59
si2_b06m_m800.07 4 382 325
si2_b06m_m800.02 4 274 262
si2_b06m_m800.03 4 310 469
si2_b06m_m800.01 4 419 297
si2_b06m_m800.08 4 300 311
si2_b06m_m800.04 4 332 385
si2_b06m_m800.06 4 393 333
si2_b06m_m800.09 4 296 330
si2_b06m_m800.05 4 342 401
si2_b06m_m800.00 4 348 339
si4_b06m_m200.00 4 37 31
si4_b06m_m200.08 4 42 40
si4_b06m_m200.05 4 38 31
si4_b06m_m200.09 4 19 31
si4_b06m_m200.01 4 38 41
si4_b06m_m200.07 4 44 37
si4_b06m_m200.02 4 39 32
si4_b06m_m200.04 4 32 19
si4_b06m_m200.06 4 37 31
si4_b06m_m200.03 4 19 23
si6_r001_m400.09 7 193 170
si6_r001_m400.05 7 180 147
si6_r001_m400.00 7 216 205
si6_r001_m400.04 7 152 124
si6_r001_m400.07 7 174 222
si6_r001_m400.06 7 163 147
si6_r001_m400.02 7 218 123
si6_r001_m400.03 7 159 206
si6_r001_m400.08 7 206 200
si6_r001_m400.01 7 158 150
si6_m4D_m625.00 5 288 245
si6_m4D_m625.07 5 622 410
si6_m4D_m625.05 5 587 588
si6_m4D_m625.08 5 300 362
si6_m4D_m625.02 5 327 320
si6_m4D_m625.03 5 1890 886
si6_m4D_m625.04 5 354 325
si6_m4D_m625.09 5 792 452
si6_m4D_m625.01 5 287 244
si6_m4D_m625.06 5 341 324
si6_b09m_m800.02 4 646 550
si6_b09m_m800.09 4 665 700
si6_b09m_m800.04 4 699 529
si6_b09m_m800.07 4 558 546
si6_b09m_m800.00 4 634 586
si6_b09m_m800.05 4 676 543
si6_b09m_m800.03 4 712 680
si6_b09m_m800.01 4 569 634
si6_b09m_m800.06 4 578 643
si6_b09m_m800.08 4 597 545
si4_m4Dr6_m1296.01 6 1652 1415
si4_m4Dr6_m1296.07 6 1476 1562
si4_m4Dr6_m1296.06 6 1431 1460
si4_m4Dr6_m1296.02 6 1479 1444
si4_m4Dr6_m1296.08 6 1889 1480
si4_m4Dr6_m1296.03 6 1380 1399
si4_m4Dr6_m1296.00 6 1431 1552
si4_m4Dr6_m1296.09 6 1580 1446
si4_m4Dr6_m1296.05 6 1697 1404
si4_m4Dr6_m1296.04 6 1343 1427
si2_b06_m400.09 3 62 103
si2_b06_m400.02 3 89 97
si2_b06_m400.00 3 123 96
si2_b06_m400.03 3 119 84
si2_b06_m400.07 3 102 72
si2_b06_m400.04 3 104 105
si2_b06_m400.05 3 100 92
si2_b06_m400.01 3 100 73
si2_b06_m400.08 3 119 103
si2_b06_m400.06 3 107 120
si4_r01_m200.01 7 4151 3509
si4_r01_m200.08 7 6133 6437
si4_r01_m200.03 7 201 215
si4_r01_m200.04 7 79 90
si4_r01_m200.07 7 403 598
si4_r01_m200.02 7 2682 2162
si4_r01_m200.05 7 2742 3843
si4_r01_m200.06 7 112 125
si4_r01_m200.00 7 2536 4385
si4_r01_m200.09 7 1192 1742
si2_r001_m400.06 7 707 538
si2_r001_m400.08 7 200 171
si2_r001_m400.09 7 1696 985
si2_r001_m400.01 7 130 110
si2_r001_m400.03 7 158 201
si2_r001_m400.04 7 594 473
si2_r001_m400.05 7 94 92
si2_r001_m400.02 7 126 130
si2_r001_m400.00 7 86 132
si2_r001_m400.07 7 25498 17925
si4_b03m_m800.03 4 531 392
si4_b03m_m800.05 4 458 426
si4_b03m_m800.06 4 453 359
si4_b03m_m800.01 4 332 462
si4_b03m_m800.08 4 507 357
si4_b03m_m800.09 4 393 381
si4_b03m_m800.00 4 439 429
si4_b03m_m800.02 4 350 409
si4_b03m_m800.07 4 464 342
si4_b03m_m800.04 4 477 438
si2_r01_m200.03 7 394 312
si2_r01_m200.00 7 6745 6452
si2_r01_m200.05 7 3946 2442
si2_r01_m200.01 7 180 87
si2_r01_m200.08 7 5559 6571
si2_r01_m200.06 7 589 775
si2_r01_m200.09 7 22573 19862
si2_r01_m200.02 7 7232 10171
si2_r01_m200.07 7 3810 4455
si2_r01_m200.04 7 1904 2131
si2_r01_m400.04 7 56952 55668
si2_r01_m400.00 7 65605 65946
si2_r01_m400.07 7 5940 19481
si2_r01_m400.09 7 394314 NaN
si2_r01_m400.01 7 12253 15134
si2_r01_m400.03 7 6520 2925
si2_r01_m400.02 7 206324 NaN
si2_r01_m400.05 7 108034 NaN
si2_r01_m400.06 7 5851 9607
si2_r01_m400.08 7 28887 16234
si4_m4D_m625.09 5 237 190
si4_m4D_m625.03 5 275 299
si4_m4D_m625.07 5 2405 416
si4_m4D_m625.02 5 427 797
si4_m4D_m625.00 5 318 286
si4_m4D_m625.01 5 13803 3627
si4_m4D_m625.04 5 304 182
si4_m4D_m625.06 5 184 183
si4_m4D_m625.08 5 365 317
si4_m4D_m625.05 5 285 292
si6_m4Dr6_m256.05 6 81 84
si6_m4Dr6_m256.04 6 47 67
si6_m4Dr6_m256.03 6 71 67
si6_m4Dr6_m256.02 6 65 69
si6_m4Dr6_m256.08 6 77 75
si6_m4Dr6_m256.00 6 49 71
si6_m4Dr6_m256.09 6 48 55
si6_m4Dr6_m256.07 6 65 67
si6_m4Dr6_m256.06 6 78 74
si6_m4Dr6_m256.01 6 66 68
si6_b09_m400.07 3 222 192
si6_b09_m400.03 3 232 166
si6_b09_m400.04 3 182 169
si6_b09_m400.06 3 197 156
si6_b09_m400.05 3 195 176
si6_b09_m400.09 3 225 228
si6_b09_m400.02 3 155 191
si6_b09_m400.01 3 192 158
si6_b09_m400.08 3 227 182
si6_b09_m400.00 3 155 156
si6_b06_m400.03 3 243 192
si6_b06_m400.08 3 208 223
si6_b06_m400.07 3 217 191
si6_b06_m400.04 3 224 216
si6_b06_m400.05 3 187 180
si6_b06_m400.06 3 194 231
si6_b06_m400.02 3 223 210
si6_b06_m400.01 3 186 226
si6_b06_m400.00 3 226 200
si6_b06_m400.09 3 221 180
si6_b03m_m200.04 4 22 43
si6_b03m_m200.07 4 25 45
si6_b03m_m200.08 4 25 35
si6_b03m_m200.02 4 34 43
si6_b03m_m200.03 4 21 35
si6_b03m_m200.06 4 35 24
si6_b03m_m200.01 4 40 46
si6_b03m_m200.09 4 23 37
si6_b03m_m200.00 4 38 21
si6_b03m_m200.05 4 34 34
si4_b06_m800.04 3 623 558
si4_b06_m800.00 3 439 518
si4_b06_m800.08 3 467 486
si4_b06_m800.05 3 596 559
si4_b06_m800.03 3 566 562
si4_b06_m800.06 3 438 546
si4_b06_m800.07 3 636 598
si4_b06_m800.01 3 491 527
si4_b06_m800.02 3 719 546
si4_b06_m800.09 3 479 561
si6_b09m_m200.07 4 45 41
si6_b09m_m200.06 4 46 36
si6_b09m_m200.01 4 58 52
si6_b09m_m200.08 4 48 36
si6_b09m_m200.00 4 56 47
si6_b09m_m200.09 4 47 47
si6_b09m_m200.02 4 55 50
si6_b09m_m200.05 4 33 57
si6_b09m_m200.03 4 46 46
si6_b09m_m200.04 4 45 41
si4_b09m_m400.07 4 150 142
si4_b09m_m400.06 4 158 113
si4_b09m_m400.00 4 172 132
si4_b09m_m400.08 4 144 137
si4_b09m_m400.04 4 112 148
si4_b09m_m400.09 4 145 99
si4_b09m_m400.02 4 146 138
si4_b09m_m400.03 4 92 168
si4_b09m_m400.01 4 178 158
si4_b09m_m400.05 4 168 171
si6_m4Dr4_m1296.03 6 1881 1893
si6_m4Dr4_m1296.06 6 2011 1916
si6_m4Dr4_m1296.04 6 2207 1813
si6_m4Dr4_m1296.01 6 2087 1787
si6_m4Dr4_m1296.09 6 1901 2071
si6_m4Dr4_m1296.02 6 1990 1947
si6_m4Dr4_m1296.08 6 2267 1735
si6_m4Dr4_m1296.05 6 1804 1977
si6_m4Dr4_m1296.07 6 1934 1940
si6_m4Dr4_m1296.00 6 1874 1907
si6_b06_m200.09 3 56 47
si6_b06_m200.03 3 46 57
si6_b06_m200.05 3 58 57
si6_b06_m200.00 3 46 56
si6_b06_m200.08 3 55 48
si6_b06_m200.02 3 46 55
si6_b06_m200.06 3 54 58
si6_b06_m200.04 3 52 48
si6_b06_m200.01 3 34 48
si6_b06_m200.07 3 46 56
si4_m4Dr6_m625.02 6 282 293
si4_m4Dr6_m625.06 6 305 274
si4_m4Dr6_m625.03 6 367 331
si4_m4Dr6_m625.07 6 274 335
si4_m4Dr6_m625.08 6 303 288
si4_m4Dr6_m625.09 6 247 230
si4_m4Dr6_m625.00 6 263 329
si4_m4Dr6_m625.01 6 304 224
si4_m4Dr6_m625.05 6 291 311
si4_m4Dr6_m625.04 6 300 313
si6_b06m_m200.09 4 45 39
si6_b06m_m200.02 4 39 24
si6_b06m_m200.05 4 38 38
si6_b06m_m200.00 4 40 41
si6_b06m_m200.07 4 46 39
si6_b06m_m200.04 4 47 38
si6_b06m_m200.08 4 40 41
si6_b06m_m200.06 4 38 42
si6_b06m_m200.03 4 47 45
si6_b06m_m200.01 4 33 43
si6_m4Dr4_m256.05 6 65 42
si6_m4Dr4_m256.03 6 80 54
si6_m4Dr4_m256.02 6 47 69
si6_m4Dr4_m256.01 6 38 54
si6_m4Dr4_m256.08 6 58 57
si6_m4Dr4_m256.09 6 80 71
si6_m4Dr4_m256.07 6 73 41
si6_m4Dr4_m256.06 6 65 40
si6_m4Dr4_m256.04 6 39 43
si6_m4Dr4_m256.00 6 41 81
si4_r001_m600.01 7 357 254
si4_r001_m600.08 7 347 306
si4_r001_m600.02 7 298 280
si4_r001_m600.07 7 335 398
si4_r001_m600.05 7 351 280
si4_r001_m600.06 7 385 300
si4_r001_m600.00 7 327 255
si4_r001_m600.04 7 350 306
si4_r001_m600.09 7 344 382
si4_r001_m600.03 7 375 251
si2_b09m_m200.08 4 26 30
si2_b09m_m200.06 4 27 31
si2_b09m_m200.03 4 32 26
si2_b09m_m200.09 4 26 26
si2_b09m_m200.04 4 29 26
si2_b09m_m200.00 4 26 25
si2_b09m_m200.01 4 32 26
si2_b09m_m200.05 4 26 30
si2_b09m_m200.07 4 24 26
si2_b09m_m200.02 4 32 31
si6_b03_m200.01 3 60 45
si6_b03_m200.03 3 45 45
si6_b03_m200.04 3 29 52
si6_b03_m200.08 3 57 45
si6_b03_m200.07 3 57 42
si6_b03_m200.09 3 44 29
si6_b03_m200.05 3 31 46
si6_b03_m200.02 3 26 45
si6_b03_m200.06 3 53 26
si6_b03_m200.00 3 55 31
si6_b09_m200.09 3 49 50
si6_b09_m200.06 3 46 36
si6_b09_m200.08 3 37 29
si6_b09_m200.03 3 60 37
si6_b09_m200.00 3 31 29
si6_b09_m200.02 3 56 50
si6_b09_m200.07 3 59 51
si6_b09_m200.04 3 46 30
si6_b09_m200.01 3 49 54
si6_b09_m200.05 3 42 39
g10-g11 2 NaN NaN
g10-g12 2 NaN NaN
g10-g13 2 NaN NaN
g10-g14 2 NaN NaN
g10-g15 2 NaN NaN
g10-g16 2 NaN NaN
g10-g20 2 NaN NaN
g10-g21 2 6246 66235
g10-g22 2 NaN NaN
g10-g23 2 NaN NaN
g10-g25 2 NaN NaN
g10-g26 2 NaN NaN
g10-g27 2 NaN NaN
g10-g28 2 NaN NaN
g10-g29 2 NaN NaN
g10-g30 2 NaN NaN
g10-g31 2 NaN NaN
g10-g32 2 1676 17899
g10-g33 2 NaN NaN
g10-g37 2 NaN NaN
g10-g38 2 NaN NaN
g10-g40 2 NaN NaN
g10-g41 2 NaN NaN
g10-g42 2 NaN NaN
g10-g43 2 NaN NaN
g10-g44 2 NaN NaN
g10-g45 2 NaN NaN
g10-g46 2 NaN NaN
g10-g47 2 NaN NaN
g10-g48 2 NaN NaN
g10-g49 2 NaN NaN
g10-g50 2 NaN NaN
g11-g12 2 NaN NaN
g11-g13 2 NaN NaN
g11-g14 2 NaN NaN
g11-g15 2 NaN NaN
g11-g16 2 NaN NaN
g11-g20 2 NaN NaN
g11-g21 2 50896 NaN
g11-g22 2 NaN NaN
g11-g23 2 NaN NaN
g11-g25 2 NaN NaN
g11-g26 2 NaN NaN
g11-g27 2 NaN NaN
g11-g28 2 NaN NaN
g11-g29 2 NaN NaN
g11-g30 2 NaN NaN
g11-g31 2 NaN NaN
g11-g32 2 3024 9437
g11-g33 2 NaN NaN
g11-g37 2 NaN NaN
g11-g38 2 NaN NaN
g11-g40 2 NaN NaN
g11-g41 2 NaN NaN
g11-g42 2 NaN NaN
g11-g43 2 NaN NaN
g11-g44 2 NaN NaN
g11-g45 2 NaN NaN
g11-g46 2 NaN NaN
g11-g47 2 NaN NaN
g11-g48 2 NaN NaN
g11-g49 2 NaN NaN
g11-g50 2 NaN NaN
g12-g20 2 NaN NaN
g12-g21 2 NaN NaN
g12-g23 2 NaN NaN
g12-g26 2 NaN NaN
g12-g27 2 NaN NaN
g12-g29 2 NaN NaN
g12-g30 2 NaN NaN
g12-g31 2 NaN NaN
g12-g32 2 12536 72019
g12-g38 2 NaN NaN
g12-g40 2 NaN NaN
g12-g43 2 NaN NaN
g12-g44 2 NaN NaN
g12-g45 2 NaN NaN
g12-g46 2 NaN NaN
g12-g47 2 NaN NaN
g12-g48 2 NaN NaN
g12-g50 2 NaN NaN
g13-g15 2 6 4
g13-g20 2 NaN NaN
g13-g21 2 6773 81666
g13-g23 2 NaN NaN
g13-g25 2 NaN NaN
g13-g26 2 NaN NaN
g13-g27 2 NaN NaN
g13-g29 2 NaN NaN
g13-g30 2 NaN NaN
g13-g31 2 NaN NaN
g13-g32 2 497 492
g13-g38 2 NaN NaN
g13-g40 2 NaN NaN
g13-g43 2 NaN NaN
g13-g44 2 NaN NaN
g13-g45 2 NaN NaN
g13-g46 2 NaN NaN
g13-g47 2 NaN NaN
g13-g48 2 NaN NaN
g13-g49 2 NaN NaN
g13-g50 2 NaN NaN
g14-g15 2 NaN NaN
g14-g20 2 NaN NaN
g14-g21 2 1199 8206
g14-g23 2 NaN NaN
g14-g25 2 NaN NaN
g14-g26 2 NaN NaN
g14-g27 2 40 51
g14-g29 2 NaN NaN
g14-g30 2 NaN NaN
g14-g31 2 NaN NaN
g14-g32 2 122373 667
g14-g38 2 NaN NaN
g14-g40 2 NaN NaN
g14-g43 2 NaN NaN
g14-g44 2 NaN NaN
g14-g45 2 NaN NaN
g14-g46 2 NaN NaN
g14-g47 2 NaN NaN
g14-g48 2 NaN NaN
g14-g49 2 NaN NaN
g14-g50 2 NaN NaN
g15-g20 2 NaN NaN
g15-g21 2 34984 NaN
g15-g23 2 NaN NaN
g15-g25 2 NaN NaN
g15-g26 2 NaN NaN
g15-g27 2 NaN NaN
g15-g29 2 NaN NaN
g15-g30 2 NaN NaN
g15-g31 2 NaN NaN
g15-g32 2 1955 499
g15-g38 2 NaN NaN
g15-g40 2 NaN NaN
g15-g43 2 NaN NaN
g15-g44 2 NaN NaN
g15-g45 2 NaN NaN
g15-g46 2 NaN NaN
g15-g47 2 NaN NaN
g15-g48 2 NaN NaN
g15-g49 2 NaN NaN
g15-g50 2 NaN NaN
g16-g20 2 NaN NaN
g16-g21 2 21354 NaN
g16-g22 2 NaN NaN
g16-g23 2 NaN NaN
g16-g25 2 NaN NaN
g16-g26 2 NaN NaN
g16-g27 2 NaN NaN
g16-g28 2 NaN NaN
g16-g29 2 NaN NaN
g16-g30 2 NaN NaN
g16-g31 2 NaN NaN
g16-g32 2 NaN NaN
g16-g33 2 NaN NaN
g16-g37 2 10 19
g16-g38 2 NaN NaN
g16-g40 2 NaN NaN
g16-g43 2 NaN NaN
g16-g44 2 NaN NaN
g16-g45 2 NaN NaN
g16-g46 2 NaN NaN
g16-g47 2 NaN NaN
g16-g48 2 NaN NaN
g16-g49 2 NaN NaN
g16-g50 2 NaN NaN
g17-g18 2 NaN NaN
g17-g19 2 NaN NaN
g17-g20 2 NaN NaN
g17-g21 2 35020 NaN
g17-g22 2 NaN NaN
g17-g23 2 NaN NaN
g17-g24 2 NaN NaN
g17-g25 2 NaN NaN
g17-g26 2 NaN NaN
g17-g27 2 NaN NaN
g17-g28 2 NaN NaN
g17-g29 2 NaN NaN
g17-g30 2 NaN NaN
g17-g31 2 NaN NaN
g17-g32 2 1605 3179
g17-g33 2 NaN NaN
g17-g34 2 NaN NaN
g17-g35 2 NaN NaN
g17-g36 2 NaN NaN
g17-g37 2 NaN NaN
g17-g38 2 NaN NaN
g17-g39 2 NaN NaN
g17-g40 2 NaN NaN
g17-g41 2 NaN NaN
g17-g42 2 NaN NaN
g17-g43 2 NaN NaN
g17-g44 2 NaN NaN
g17-g45 2 NaN NaN
g17-g46 2 NaN NaN
g17-g47 2 NaN NaN
g17-g48 2 NaN NaN
g17-g49 2 NaN NaN
g17-g50 2 NaN NaN
g18-g19 2 NaN NaN
g18-g20 2 NaN NaN
g18-g21 2 40530 NaN
g18-g22 2 NaN NaN
g18-g23 2 NaN NaN
g18-g24 2 NaN NaN
g18-g25 2 NaN NaN
g18-g26 2 NaN NaN
g18-g27 2 NaN NaN
g18-g28 2 NaN NaN
g18-g29 2 NaN NaN
g18-g30 2 NaN NaN
g18-g31 2 NaN NaN
g18-g32 2 1818 5776
g18-g33 2 NaN NaN
g18-g34 2 NaN NaN
g18-g35 2 NaN NaN
g18-g36 2 NaN NaN
g18-g37 2 NaN NaN
g18-g38 2 NaN NaN
g18-g39 2 NaN NaN
g18-g40 2 NaN NaN
g18-g41 2 NaN NaN
g18-g42 2 NaN NaN
g18-g43 2 NaN NaN
g18-g44 2 NaN NaN
g18-g45 2 NaN NaN
g18-g46 2 NaN NaN
g18-g47 2 NaN NaN
g18-g48 2 NaN NaN
g18-g49 2 NaN NaN
g18-g50 2 NaN NaN
g19-g20 2 NaN NaN
g19-g21 2 110321 NaN
g19-g22 2 NaN NaN
g19-g23 2 NaN NaN
g19-g25 2 NaN NaN
g19-g26 2 NaN NaN
g19-g27 2 NaN NaN
g19-g28 2 NaN NaN
g19-g29 2 NaN NaN
g19-g30 2 NaN NaN
g19-g31 2 NaN NaN
g19-g32 2 4354 22909
g19-g33 2 NaN NaN
g19-g35 2 NaN NaN
g19-g37 2 NaN NaN
g19-g38 2 NaN NaN
g19-g40 2 NaN NaN
g19-g41 2 NaN NaN
g19-g42 2 NaN NaN
g19-g43 2 NaN NaN
g19-g44 2 NaN NaN
g19-g45 2 NaN NaN
g19-g46 2 NaN NaN
g19-g47 2 NaN NaN
g19-g48 2 NaN NaN
g19-g49 2 NaN NaN
g19-g50 2 NaN NaN
g2-g10 2 0 1
g2-g11 2 1 1
g2-g12 2 21 18
g2-g13 2 12 9
g2-g14 2 6 5
g2-g15 2 13 11
g2-g16 2 2 2
g2-g17 2 2 2
g2-g18 2 1 3
g2-g19 2 3 3
g2-g20 2 5 5
g2-g21 2 60 139
g2-g22 2 3 3
g2-g23 2 35 21
g2-g24 2 5 4
g2-g25 2 59 58
g2-g26 2 16 34
g2-g27 2 8 4
g2-g28 2 3 4
g2-g29 2 11 11
g2-g3 2 14 24
g2-g30 2 12 11
g2-g31 2 11 7
g2-g32 2 148 175
g2-g33 2 6 5
g2-g34 2 7 3
g2-g35 2 9 4
g2-g36 2 6 3
g2-g37 2 8 5
g2-g38 2 991650 NaN
g2-g39 2 6 6
g2-g4 2 2 3
g2-g40 2 105747 NaN
g2-g41 2 5 7
g2-g42 2 12 9
g2-g43 2 10 9
g2-g44 2 8 17
g2-g45 2 15 13
g2-g46 2 18 19
g2-g47 2 13 16
g2-g48 2 8 14
g2-g49 2 13 10
g2-g5 2 0 0
g2-g50 2 21 23
g2-g6 2 11 11
g2-g7 2 145 115
g2-g8 2 1 0
g2-g9 2 57 14
g20-g21 2 NaN NaN
g20-g23 2 NaN NaN
g20-g26 2 NaN NaN
g20-g27 2 NaN NaN
g20-g29 2 NaN NaN
g20-g30 2 NaN NaN
g20-g31 2 NaN NaN
g20-g32 2 NaN NaN
g20-g38 2 NaN NaN
g20-g40 2 NaN NaN
g20-g43 2 NaN NaN
g20-g44 2 NaN NaN
g20-g45 2 NaN NaN
g20-g48 2 NaN NaN
g20-g50 2 NaN NaN
g21-g27 2 NaN NaN
g21-g32 2 NaN NaN
g21-g40 2 NaN NaN
g21-g50 2 NaN NaN
g22-g23 2 NaN NaN
g22-g25 2 NaN NaN
g22-g26 2 NaN NaN
g22-g27 2 NaN NaN
g22-g28 2 NaN NaN
g22-g29 2 NaN NaN
