instance family sat glasgowdegreenorestartsnonogoodsinduced glasgowbiasedinduced pathladinduced vf2induced vf3induced riinduced
all-images-CVIU11-pattern28-target61 14 0 266 268 3351 411 0 0.000665903
all-images-CVIU11-pattern28-target62 14 0 287 294 3043 436 0 0.00126505
all-images-CVIU11-pattern28-target63 14 0 233 318 1940 333 0 0.000667095
all-images-CVIU11-pattern28-target64 14 0 141 154 1415 230 0 0.000874996
all-images-CVIU11-pattern28-target65 14 0 135 137 2002 208 0 0.000729084
all-images-CVIU11-pattern28-target66 14 0 85 138 712 121 0 0.000365019
all-images-CVIU11-pattern28-target67 14 0 322 317 3509 484 1 0.00100183
all-images-CVIU11-pattern28-target68 14 0 446 532 2993 515 0 0.000684023
all-images-CVIU11-pattern28-target69 14 0 397 412 3072 620 0 0.00122404
all-images-CVIU11-pattern28-target7 14 0 462 271 2714 418 0 0.000767946
all-images-CVIU11-pattern28-target70 14 0 316 320 2756 517 0 0.0010438
all-images-CVIU11-pattern28-target71 14 0 249 250 2662 376 0 0.000869989
all-images-CVIU11-pattern28-target72 14 0 220 222 1711 335 0 0.000707865
all-images-CVIU11-pattern28-target73 14 0 330 321 2378 487 0 0.00101209
all-images-CVIU11-pattern28-target74 14 0 353 337 3203 505 0 0.00106192
all-images-CVIU11-pattern28-target75 14 0 518 583 2308 521 0 0.000631094
all-images-CVIU11-pattern28-target76 14 0 394 399 2869 586 0 0.000929832
all-images-CVIU11-pattern28-target77 14 0 373 382 3486 587 1 0.00135612
all-images-CVIU11-pattern28-target78 14 0 338 340 3010 516 0 0.00114894
all-images-CVIU11-pattern28-target79 14 0 104 70 900 89 0 0.000324011
all-images-CVIU11-pattern28-target8 14 0 145 190 991 351 0 0.000415802
all-images-CVIU11-pattern28-target80 14 0 88 85 733 131 0 0.000379086
all-images-CVIU11-pattern28-target81 14 0 133 134 1040 202 0 0.000469923
all-images-CVIU11-pattern28-target82 14 0 184 277 1689 272 0 0.0005548
all-images-CVIU11-pattern28-target83 14 0 226 222 1914 298 1 0.000879049
all-images-CVIU11-pattern28-target84 14 0 17 17 207 20 0 0.000247955
all-images-CVIU11-pattern28-target85 14 0 253 258 2417 380 0 0.000669003
all-images-CVIU11-pattern28-target86 14 0 178 160 1286 230 0 0.000444174
all-images-CVIU11-pattern28-target87 14 0 142 138 1323 240 0 0.000505924
all-images-CVIU11-pattern28-target88 14 0 234 341 1886 361 0 0.00067687
all-images-CVIU11-pattern28-target89 14 0 88 91 1273 253 0 0.000393867
all-images-CVIU11-pattern28-target9 14 0 129 133 1029 214 0 0.000401974
all-images-CVIU11-pattern28-target90 14 0 58 101 547 114 0 0.000423908
all-images-CVIU11-pattern28-target91 14 0 25 26 176 34 0 0.000283003
all-images-CVIU11-pattern28-target92 14 0 367 347 2523 540 1 0.00113988
all-images-CVIU11-pattern28-target93 14 0 167 175 1484 301 0 0.000835896
all-images-CVIU11-pattern28-target94 14 0 256 258 2322 442 0 0.00067997
all-images-CVIU11-pattern28-target95 14 0 32 32 290 86 0 0.000189066
all-images-CVIU11-pattern28-target96 14 0 98 101 784 181 0 0.00029707
all-images-CVIU11-pattern28-target97 14 0 101 105 812 237 0 0.00050807
all-images-CVIU11-pattern28-target98 14 0 45 60 441 64 0 0.000286818
all-images-CVIU11-pattern28-target99 14 0 230 221 1858 359 0 0.000846148
all-images-CVIU11-pattern29-target1 14 0 251 259 782 166 3 0.00519395
all-images-CVIU11-pattern29-target10 14 0 118 118 1021 117 3 0.00418591
all-images-CVIU11-pattern29-target100 14 0 24 27 155 39 3 0.00219083
all-images-CVIU11-pattern29-target101 14 0 27 27 158 53 3 0.00190091
all-images-CVIU11-pattern29-target102 14 0 64 99 349 106 2 0.00309682
all-images-CVIU11-pattern29-target103 14 0 114 80 371 77 2 0.00554514
all-images-CVIU11-pattern29-target104 14 0 187 252 858 166 6 0.00807786
all-images-CVIU11-pattern29-target105 14 0 185 179 810 160 3 0.00495696
all-images-CVIU11-pattern29-target106 14 0 126 125 698 228 3 0.00446296
all-images-CVIU11-pattern29-target107 14 0 94 100 506 99 3 0.00654793
all-images-CVIU11-pattern29-target108 14 0 337 321 1475 472 4 0.00934792
all-images-CVIU11-pattern29-target109 14 0 202 193 870 180 3 0.00837803
all-images-CVIU11-pattern29-target11 14 0 52 55 275 95 2 0.00529504
all-images-CVIU11-pattern29-target110 14 0 67 83 245 68 2 0.00301886
all-images-CVIU11-pattern29-target111 14 0 60 61 260 61 2 0.00443912
all-images-CVIU11-pattern29-target112 14 0 60 61 267 60 2 0.00297809
all-images-CVIU11-pattern29-target113 14 0 74 78 363 142 2 0.00529194
all-images-CVIU11-pattern29-target114 14 0 39 45 214 41 1 0.00247812
all-images-CVIU11-pattern29-target115 14 0 128 125 599 130 3 0.00437689
all-images-CVIU11-pattern29-target116 14 0 332 336 1572 325 10 0.0104671
all-images-CVIU11-pattern29-target117 14 0 195 216 790 154 7 0.00499392
all-images-CVIU11-pattern29-target118 14 0 186 119 844 121 3 0.00421286
all-images-CVIU11-pattern29-target119 14 0 299 299 1387 402 4 0.00670505
all-images-CVIU11-pattern29-target12 14 0 212 153 716 151 3 0.00924182
all-images-CVIU11-pattern29-target120 14 0 198 196 976 186 3 0.00964904
all-images-CVIU11-pattern29-target121 14 0 234 253 1153 213 4 0.00581408
all-images-CVIU11-pattern29-target122 14 0 104 108 596 136 2 0.00389791
all-images-CVIU11-pattern29-target123 14 0 287 283 1295 256 9 0.0113809
all-images-CVIU11-pattern29-target124 14 0 160 135 542 142 2 0.00590396
all-images-CVIU11-pattern29-target125 14 0 218 212 1023 195 3 0.00534296
all-images-CVIU11-pattern29-target126 14 0 16 16 080 28 1 0.00157809
all-images-CVIU11-pattern29-target127 14 0 20 21 109 44 1 0.00189185
all-images-CVIU11-pattern29-target128 14 0 203 210 990 192 3 0.00533009
all-images-CVIU11-pattern29-target129 14 0 28 28 256 29 1 0.00205708
all-images-CVIU11-pattern29-target13 14 0 145 147 676 173 3 0.00471497
all-images-CVIU11-pattern29-target130 14 0 25 30 151 54 3 0.00208402
all-images-CVIU11-pattern29-target131 14 0 69 68 374 115 2 0.00429893
all-images-CVIU11-pattern29-target132 14 0 83 89 473 117 2 0.00481892
all-images-CVIU11-pattern29-target133 14 0 75 73 428 74 2 0.00522685
all-images-CVIU11-pattern29-target134 14 0 120 99 547 173 3 0.00775504
all-images-CVIU11-pattern29-target135 14 0 81 80 461 86 5 0.00549698
all-images-CVIU11-pattern29-target136 14 0 85 92 539 94 2 0.00399518
all-images-CVIU11-pattern29-target137 14 0 25 27 206 57 1 0.00232005
all-images-CVIU11-pattern29-target138 14 0 314 325 1581 326 4 0.00701499
all-images-CVIU11-pattern29-target139 14 0 67 46 274 53 1 0.00266099
all-images-CVIU11-pattern29-target14 14 0 29 28 250 35 1 0.00216913
all-images-CVIU11-pattern29-target140 14 0 51 51 294 48 1 0.00466108
all-images-CVIU11-pattern29-target141 14 0 54 39 192 39 3 0.00233984
all-images-CVIU11-pattern29-target142 14 0 80 85 468 86 2 0.00367117
all-images-CVIU11-pattern29-target143 14 0 54 59 344 56 2 0.00297499
all-images-CVIU11-pattern29-target144 14 0 119 112 857 139 3 0.00647497
all-images-CVIU11-pattern29-target145 14 0 47 47 183 43 1 0.00345397
all-images-CVIU11-pattern29-target146 14 0 220 219 1180 209 3 0.00901008
all-images-CVIU11-pattern29-target15 14 0 18 18 103 35 1 0.00163603
all-images-CVIU11-pattern29-target16 14 0 45 45 353 74 2 0.00420594
all-images-CVIU11-pattern29-target17 14 0 302 198 913 173 3 0.00525308
all-images-CVIU11-pattern29-target18 14 0 188 266 1065 250 3 0.0100501
all-images-CVIU11-pattern29-target19 14 0 556 364 1614 371 5 0.00703597
all-images-CVIU11-pattern29-target2 14 0 125 132 754 120 3 0.004107
all-images-CVIU11-pattern29-target20 14 0 226 222 1015 225 4 0.005584
all-images-CVIU11-pattern29-target21 14 0 142 254 701 139 3 0.00448489
all-images-CVIU11-pattern29-target22 14 0 80 81 409 80 2 0.00349808
all-images-CVIU11-pattern29-target23 14 0 199 196 831 171 3 0.00512314
all-images-CVIU11-pattern29-target24 14 0 18 30 159 21 1 0.00308394
all-images-CVIU11-pattern29-target25 14 0 66 74 351 138 2 0.00371599
all-images-CVIU11-pattern29-target26 14 0 59 42 279 45 3 0.00247812
all-images-CVIU11-pattern29-target27 14 0 122 124 663 120 3 0.00423789
all-images-CVIU11-pattern29-target28 14 0 24 27 121 62 1 0.00196123
all-images-CVIU11-pattern29-target29 14 0 316 331 1407 484 4 0.0106962
all-images-CVIU11-pattern29-target3 14 0 207 215 919 191 3 0.00539398
all-images-CVIU11-pattern29-target30 14 0 246 385 1193 229 4 0.00597119
all-images-CVIU11-pattern29-target31 14 0 173 179 1166 160 3 0.00483489
all-images-CVIU11-pattern29-target32 14 0 503 379 1674 361 5 0.012512
all-images-CVIU11-pattern29-target33 14 0 336 339 1549 324 7 0.0134902
all-images-CVIU11-pattern29-target34 14 0 127 132 713 234 7 0.00756812
all-images-CVIU11-pattern29-target35 14 0 322 330 1608 310 10 0.0116
all-images-CVIU11-pattern29-target36 14 0 90 92 792 167 4 0.00372505
all-images-CVIU11-pattern29-target37 14 0 314 322 1673 315 4 0.0107379
all-images-CVIU11-pattern29-target38 14 0 289 280 1213 259 4 0.0101709
all-images-CVIU11-pattern29-target39 14 0 97 109 454 141 2 0.00373912
all-images-CVIU11-pattern29-target4 14 0 225 175 837 287 3 0.00829411
all-images-CVIU11-pattern29-target40 14 0 138 136 678 144 3 0.00474882
all-images-CVIU11-pattern29-target41 14 0 120 123 512 124 3 0.00467515
all-images-CVIU11-pattern29-target42 14 0 140 142 661 139 3 0.00445819
all-images-CVIU11-pattern29-target43 14 0 246 260 958 372 4 0.00576997
all-images-CVIU11-pattern29-target44 14 0 359 541 1814 341 10 0.0116489
all-images-CVIU11-pattern29-target45 14 0 462 330 1406 312 5 0.00695515
all-images-CVIU11-pattern29-target46 14 0 142 140 691 180 6 0.00454998
all-images-CVIU11-pattern29-target47 14 0 401 295 1257 282 4 0.00634217
all-images-CVIU11-pattern29-target48 14 0 76 79 385 79 5 0.00350714
all-images-CVIU11-pattern29-target49 14 0 135 135 1121 135 3 0.00731111
all-images-CVIU11-pattern29-target5 14 0 485 278 1622 367 4 0.0113611
all-images-CVIU11-pattern29-target50 14 0 310 297 2473 287 4 0.0105798
all-images-CVIU11-pattern29-target51 14 0 116 112 707 182 3 0.00725913
all-images-CVIU11-pattern29-target52 14 0 107 110 561 108 3 0.00675797
all-images-CVIU11-pattern29-target53 14 0 67 63 341 106 2 0.00509191
all-images-CVIU11-pattern29-target54 14 0 75 74 484 75 2 0.00348902
all-images-CVIU11-pattern29-target55 14 0 58 65 336 65 4 0.00573516
all-images-CVIU11-pattern29-target56 14 0 51 52 264 54 2 0.00301003
all-images-CVIU11-pattern29-target57 14 0 375 374 1647 371 4 0.0119882
all-images-CVIU11-pattern29-target58 14 0 58 57 287 54 2 0.00614381
all-images-CVIU11-pattern29-target59 14 0 243 251 1132 250 6 0.00593901
all-images-CVIU11-pattern29-target6 14 0 276 250 1228 324 4 0.00620914
all-images-CVIU11-pattern29-target60 14 0 111 116 594 116 3 0.00799608
all-images-CVIU11-pattern29-target61 14 0 365 247 1178 223 4 0.0106161
all-images-CVIU11-pattern29-target62 14 0 259 278 1808 247 4 0.011307
all-images-CVIU11-pattern29-target63 14 0 203 256 1050 221 4 0.0055902
all-images-CVIU11-pattern29-target64 14 0 127 125 678 127 3 0.00823283
all-images-CVIU11-pattern29-target65 14 0 112 111 734 201 3 0.006742
all-images-CVIU11-pattern29-target66 14 0 68 100 569 66 2 0.00328898
all-images-CVIU11-pattern29-target67 14 0 283 328 1403 265 4 0.0104749
all-images-CVIU11-pattern29-target68 14 0 344 316 1942 315 5 0.00675297
all-images-CVIU11-pattern29-target69 14 0 369 371 2718 341 5 0.0125339
all-images-CVIU11-pattern29-target7 14 0 257 237 1093 227 4 0.00608683
all-images-CVIU11-pattern29-target70 14 0 281 387 1751 280 4 0.0108509
all-images-CVIU11-pattern29-target71 14 0 231 328 1144 214 4 0.00953507
all-images-CVIU11-pattern29-target72 14 0 197 198 1001 182 4 0.00885296
all-images-CVIU11-pattern29-target73 14 0 313 280 1361 298 4 0.00647402
all-images-CVIU11-pattern29-target74 14 0 347 307 1494 387 4 0.0108891
all-images-CVIU11-pattern29-target75 14 0 311 329 1549 288 8 0.0130038
all-images-CVIU11-pattern29-target76 14 1 341 351 1541 244 2 0.00508094
all-images-CVIU11-pattern29-target77 14 0 333 348 1902 322 5 0.013308
all-images-CVIU11-pattern29-target78 14 0 319 324 2829 303 5 0.00700998
all-images-CVIU11-pattern29-target79 14 0 51 50 257 55 2 0.00276995
all-images-CVIU11-pattern29-target8 14 0 118 119 607 149 3 0.00707412
all-images-CVIU11-pattern29-target80 14 0 71 69 383 69 2 0.00490093
all-images-CVIU11-pattern29-target81 14 0 116 117 571 171 3 0.00702286
all-images-CVIU11-pattern29-target82 14 0 155 163 953 184 7 0.00509405
all-images-CVIU11-pattern29-target83 14 0 196 193 1457 184 4 0.00536585
all-images-CVIU11-pattern29-target84 14 0 16 11 056 12 1 0.00129604
all-images-CVIU11-pattern29-target85 14 0 272 237 1145 252 4 0.00957608
all-images-CVIU11-pattern29-target86 14 0 131 133 714 228 3 0.00853086
all-images-CVIU11-pattern29-target87 14 0 120 122 536 204 3 0.00415111
all-images-CVIU11-pattern29-target88 14 0 206 214 999 256 4 0.00612211
all-images-CVIU11-pattern29-target89 14 0 75 73 418 74 2 0.00345087
all-images-CVIU11-pattern29-target9 14 0 160 110 505 110 3 0.00410986
all-images-CVIU11-pattern29-target90 14 0 42 71 371 56 1 0.00260806
all-images-CVIU11-pattern29-target91 14 0 17 17 087 19 1 0.00166917
all-images-CVIU11-pattern29-target92 14 0 413 325 1512 301 4 0.0112219
all-images-CVIU11-pattern29-target93 14 0 147 147 739 217 3 0.00783801
all-images-CVIU11-pattern29-target94 14 0 317 305 1315 206 4 0.00967884
all-images-CVIU11-pattern29-target95 14 0 22 23 155 27 1 0.00199986
all-images-CVIU11-pattern29-target96 14 0 83 83 440 82 2 0.00359392
all-images-CVIU11-pattern29-target97 14 0 80 100 428 81 5 0.00689697
all-images-CVIU11-pattern29-target98 14 0 33 36 197 63 1 0.00242996
all-images-CVIU11-pattern29-target99 14 0 203 202 1913 179 6 0.00551105
all-images-CVIU11-pattern3-target1 14 0 255 209 5130 27327 1 0.00132203
all-images-CVIU11-pattern3-target10 14 0 136 225 4059 31298 0 0.00115418
all-images-CVIU11-pattern3-target100 14 0 32 34 1096 7088 0 0.000911951
all-images-CVIU11-pattern3-target101 14 0 34 37 806 2710 0 0.000560999
all-images-CVIU11-pattern3-target102 14 0 80 78 2061 9452 0 0.00126886
all-images-CVIU11-pattern3-target103 14 0 89 96 2436 12604 0 0.000856876
all-images-CVIU11-pattern3-target104 14 0 234 206 6825 65473 1 0.00194907
all-images-CVIU11-pattern3-target105 14 0 219 202 5945 40644 1 0.00230789
all-images-CVIU11-pattern3-target106 14 0 139 144 4929 36565 1 0.00155282
all-images-CVIU11-pattern3-target107 14 0 107 173 3243 15681 0 0.00181198
all-images-CVIU11-pattern3-target108 14 0 343 355 11794 120498 2 0.00312805
all-images-CVIU11-pattern3-target109 14 0 279 213 7293 32945 1 0.00112104
all-images-CVIU11-pattern3-target11 14 0 63 63 1510 6980 0 0.00106597
all-images-CVIU11-pattern3-target110 14 0 81 81 1642 7710 1 0.00111198
all-images-CVIU11-pattern3-target111 14 0 74 81 1828 10600 1 0.00071907
all-images-CVIU11-pattern3-target112 14 0 73 78 1688 6584 0 0.00103903
all-images-CVIU11-pattern3-target113 14 0 93 93 2479 10492 0 0.000963926
all-images-CVIU11-pattern3-target114 14 0 52 83 1676 10951 0 0.000648975
all-images-CVIU11-pattern3-target115 14 0 203 144 4398 17773 0 0.00166011
all-images-CVIU11-pattern3-target116 14 0 365 377 11308 118058 1 0.00235415
all-images-CVIU11-pattern3-target117 14 0 331 211 5853 53411 1 0.00273299
all-images-CVIU11-pattern3-target118 14 0 138 217 3750 16638 1 0.00124907
all-images-CVIU11-pattern3-target119 14 0 356 322 9821 75957 1 0.00227118
all-images-CVIU11-pattern3-target12 14 0 168 171 4574 22811 1 0.0013411
all-images-CVIU11-pattern3-target120 14 0 235 217 6374 37486 1 0.00240517
all-images-CVIU11-pattern3-target121 14 0 267 269 8234 68045 2 0.00315213
all-images-CVIU11-pattern3-target122 14 0 116 125 3614 27809 1 0.000975847
all-images-CVIU11-pattern3-target123 14 0 285 276 9379 74803 1 0.00196981
all-images-CVIU11-pattern3-target124 14 0 153 235 4573 63756 1 0.00165105
all-images-CVIU11-pattern3-target125 14 0 242 234 7010 45632 0 0.00129008
all-images-CVIU11-pattern3-target126 14 0 22 22 517 2724 0 0.000324965
all-images-CVIU11-pattern3-target127 14 0 26 28 661 2172 0 0.000366926
all-images-CVIU11-pattern3-target128 14 0 245 328 6945 62558 1 0.00286484
all-images-CVIU11-pattern3-target129 14 0 33 35 962 4052 0 0.000494957
all-images-CVIU11-pattern3-target13 14 0 178 170 4934 26489 1 0.00145507
all-images-CVIU11-pattern3-target130 14 0 33 33 957 4458 0 0.000473976
all-images-CVIU11-pattern3-target131 14 0 122 80 2498 20855 0 0.00147486
all-images-CVIU11-pattern3-target132 14 0 102 105 3345 23385 1 0.00219202
all-images-CVIU11-pattern3-target133 14 0 87 92 2756 22754 1 0.00160503
all-images-CVIU11-pattern3-target134 14 0 127 118 4540 27108 0 0.00118685
all-images-CVIU11-pattern3-target135 14 0 151 98 2945 18228 1 0.00100994
all-images-CVIU11-pattern3-target136 14 0 150 123 3680 28354 1 0.001899
all-images-CVIU11-pattern3-target137 14 0 34 36 1158 7205 0 0.00109506
all-images-CVIU11-pattern3-target138 14 0 365 345 10998 91858 1 0.00216794
all-images-CVIU11-pattern3-target139 14 0 54 55 1612 16681 0 0.000891924
all-images-CVIU11-pattern3-target14 14 0 37 37 890 3510 0 0.000660181
all-images-CVIU11-pattern3-target140 14 0 63 63 1714 11113 1 0.000908136
all-images-CVIU11-pattern3-target141 14 0 63 65 1361 7014 0 0.000361919
all-images-CVIU11-pattern3-target142 14 0 106 101 3534 24608 0 0.00182796
all-images-CVIU11-pattern3-target143 14 0 69 71 2249 17114 1 0.00116587
all-images-CVIU11-pattern3-target144 14 0 134 131 3883 18908 0 0.001158
all-images-CVIU11-pattern3-target145 14 0 54 55 1600 10466 0 0.000677109
all-images-CVIU11-pattern3-target146 14 0 377 235 8329 62492 2 0.00301909
all-images-CVIU11-pattern3-target15 14 0 23 24 619 5780 0 0.000666142
all-images-CVIU11-pattern3-target16 14 0 56 56 1952 2789 0 0.000692844
all-images-CVIU11-pattern3-target17 14 0 216 221 6550 53449 1 0.00230598
all-images-CVIU11-pattern3-target18 14 0 215 208 6680 42761 1 0.00319195
all-images-CVIU11-pattern3-target19 14 0 388 396 11726 100583 1 0.00365996
all-images-CVIU11-pattern3-target2 14 0 148 233 3519 18374 0 0.000869989
all-images-CVIU11-pattern3-target20 14 0 338 248 7389 57339 1 0.00242209
all-images-CVIU11-pattern3-target21 14 0 160 206 4654 28970 1 0.00113606
all-images-CVIU11-pattern3-target22 14 0 93 98 2976 21930 0 0.00106907
all-images-CVIU11-pattern3-target23 14 0 236 221 5625 34034 1 0.00239086
all-images-CVIU11-pattern3-target24 14 0 25 26 626 3478 0 0.000545979
all-images-CVIU11-pattern3-target25 14 0 83 86 1810 4716 0 0.000810146
all-images-CVIU11-pattern3-target26 14 0 54 54 1121 3466 0 0.000468016
all-images-CVIU11-pattern3-target27 14 0 138 143 3897 25754 0 0.00116301
all-images-CVIU11-pattern3-target28 14 0 59 33 910 5753 0 0.000564814
all-images-CVIU11-pattern3-target29 14 0 372 357 10821 109006 2 0.00393295
all-images-CVIU11-pattern3-target3 14 0 235 237 6450 43326 1 0.0022409
all-images-CVIU11-pattern3-target30 14 0 267 278 9336 65736 1 0.00287509
all-images-CVIU11-pattern3-target31 14 0 205 200 5383 45445 1 0.00171685
all-images-CVIU11-pattern3-target32 14 0 429 398 12748 110499 3 0.00405908
all-images-CVIU11-pattern3-target33 14 0 370 562 11730 134216 4 0.00451279
all-images-CVIU11-pattern3-target34 14 0 236 231 5264 39315 1 0.00145578
all-images-CVIU11-pattern3-target35 14 0 372 372 11215 92015 1 0.00366402
all-images-CVIU11-pattern3-target36 14 0 110 111 3038 20750 1 0.00130606
all-images-CVIU11-pattern3-target37 14 0 339 484 11101 113298 1 0.00243115
all-images-CVIU11-pattern3-target38 14 0 336 309 9369 103819 1 0.00218582
all-images-CVIU11-pattern3-target39 14 0 115 117 3046 20708 0 0.00110483
all-images-CVIU11-pattern3-target4 14 0 206 201 5397 30006 1 0.00142884
all-images-CVIU11-pattern3-target40 14 0 156 174 4530 24699 2 0.00273013
all-images-CVIU11-pattern3-target41 14 0 140 144 3589 19997 0 0.00154305
all-images-CVIU11-pattern3-target42 14 0 247 164 5393 48190 1 0.00285006
all-images-CVIU11-pattern3-target43 14 0 279 407 8039 101849 1 0.00371408
all-images-CVIU11-pattern3-target44 14 0 420 401 11106 74052 1 0.00338292
all-images-CVIU11-pattern3-target45 14 0 359 460 9586 55262 2 0.00260806
all-images-CVIU11-pattern3-target46 14 0 156 162 5474 56676 1 0.00201583
all-images-CVIU11-pattern3-target47 14 0 283 293 10281 122547 2 0.00490093
all-images-CVIU11-pattern3-target48 14 0 91 90 2597 17415 1 0.00146294
all-images-CVIU11-pattern3-target49 14 0 159 161 5975 38641 1 0.0016191
all-images-CVIU11-pattern3-target5 14 0 304 296 8891 65546 1 0.00343204
all-images-CVIU11-pattern3-target50 14 0 319 473 10459 105189 1 0.00235891
all-images-CVIU11-pattern3-target51 14 0 126 125 4077 34870 1 0.002388
all-images-CVIU11-pattern3-target52 14 0 145 199 4692 31015 1 0.001719
all-images-CVIU11-pattern3-target53 14 0 83 83 2406 16948 1 0.00261116
all-images-CVIU11-pattern3-target54 14 0 137 88 2908 17074 0 0.00112891
all-images-CVIU11-pattern3-target55 14 0 82 81 2394 14333 0 0.00100708
all-images-CVIU11-pattern3-target56 14 0 63 65 1978 9286 0 0.00132394
all-images-CVIU11-pattern3-target57 14 0 400 453 14009 176011 2 0.00534892
all-images-CVIU11-pattern3-target58 14 0 68 101 1813 18072 1 0.001302
all-images-CVIU11-pattern3-target59 14 0 275 265 7216 30849 1 0.00171304
all-images-CVIU11-pattern3-target6 14 0 284 309 7915 52684 2 0.00204682
all-images-CVIU11-pattern3-target60 14 0 133 135 3724 15575 0 0.00176191
all-images-CVIU11-pattern3-target61 14 0 271 263 7805 43874 1 0.00304699
all-images-CVIU11-pattern3-target62 14 0 289 397 8125 40452 1 0.00311494
all-images-CVIU11-pattern3-target63 14 0 226 227 6552 39079 1 0.00290203
all-images-CVIU11-pattern3-target64 14 0 147 239 4631 27087 1 0.00192308
all-images-CVIU11-pattern3-target65 14 0 135 131 4238 23951 1 0.00134802
all-images-CVIU11-pattern3-target66 14 0 86 81 2433 13019 0 0.00191307
all-images-CVIU11-pattern3-target67 14 0 318 315 9028 59190 1 0.00200796
all-images-CVIU11-pattern3-target68 14 0 338 350 10669 73647 1 0.00187111
all-images-CVIU11-pattern3-target69 14 0 421 526 11830 87210 2 0.00296497
all-images-CVIU11-pattern3-target7 14 0 367 397 7553 47214 1 0.00332999
all-images-CVIU11-pattern3-target70 14 0 400 315 8961 54933 1 0.00163507
all-images-CVIU11-pattern3-target71 14 0 255 251 7356 35561 1 0.00169206
all-images-CVIU11-pattern3-target72 14 0 289 220 6187 34810 1 0.00134301
all-images-CVIU11-pattern3-target73 14 0 315 309 9498 63602 1 0.002877
all-images-CVIU11-pattern3-target74 14 0 365 333 10784 54263 1 0.00292301
all-images-CVIU11-pattern3-target75 14 0 336 345 10166 66860 1 0.00168204
all-images-CVIU11-pattern3-target76 14 0 364 368 10856 77719 1 0.00173187
all-images-CVIU11-pattern3-target77 14 0 473 366 12161 77858 1 0.00367904
all-images-CVIU11-pattern3-target78 14 0 341 344 10555 71504 1 0.00369501
all-images-CVIU11-pattern3-target79 14 0 65 66 1759 12589 0 0.00151515
all-images-CVIU11-pattern3-target8 14 0 136 135 3702 20906 0 0.00190997
all-images-CVIU11-pattern3-target80 14 0 88 83 2573 15433 0 0.00154591
all-images-CVIU11-pattern3-target81 14 0 131 134 3799 23925 1 0.00125909
all-images-CVIU11-pattern3-target82 14 0 180 187 5474 31024 1 0.00139904
all-images-CVIU11-pattern3-target83 14 0 220 236 5918 32702 1 0.00166202
all-images-CVIU11-pattern3-target84 14 0 16 15 330 1589 0 0.00029397
all-images-CVIU11-pattern3-target85 14 0 263 262 8463 88832 1 0.00329804
all-images-CVIU11-pattern3-target86 14 0 147 148 7385 27278 1 0.0012188
all-images-CVIU11-pattern3-target87 14 0 212 138 3687 24732 1 0.00128794
all-images-CVIU11-pattern3-target88 14 0 230 234 6019 27767 1 0.00249696
all-images-CVIU11-pattern3-target89 14 0 90 87 2748 11468 0 0.0010078
all-images-CVIU11-pattern3-target9 14 0 122 194 3333 13686 0 0.00186896
all-images-CVIU11-pattern3-target90 14 0 81 57 1394 6278 0 0.00163412
all-images-CVIU11-pattern3-target91 14 0 24 23 838 2488 0 0.000449896
all-images-CVIU11-pattern3-target92 14 0 364 359 11106 97125 1 0.00365901
all-images-CVIU11-pattern3-target93 14 0 171 171 5408 41848 2 0.00175714
all-images-CVIU11-pattern3-target94 14 0 247 286 7945 66217 1 0.00285101
all-images-CVIU11-pattern3-target95 14 0 30 32 841 3246 0 0.000422001
all-images-CVIU11-pattern3-target96 14 0 98 101 2623 12206 0 0.000998974
all-images-CVIU11-pattern3-target97 14 0 95 98 2688 11822 0 0.000929117
all-images-CVIU11-pattern3-target98 14 0 42 44 1304 4413 0 0.000766993
all-images-CVIU11-pattern3-target99 14 0 233 224 6461 32397 1 0.00199723
all-images-CVIU11-pattern30-target1 14 0 210 313 4063 1686 1 0.00153708
all-images-CVIU11-pattern30-target10 14 0 132 138 3603 1390 0 0.00122213
all-images-CVIU11-pattern30-target100 14 0 36 36 648 323 0 0.000746012
all-images-CVIU11-pattern30-target101 14 0 34 36 451 549 0 0.000499964
all-images-CVIU11-pattern30-target102 14 0 76 75 1527 688 0 0.000849009
all-images-CVIU11-pattern30-target103 14 0 91 119 1840 788 0 0.000677109
all-images-CVIU11-pattern30-target104 14 0 215 232 4623 2154 0 0.00114703
all-images-CVIU11-pattern30-target105 14 0 200 193 4188 1810 0 0.00166416
all-images-CVIU11-pattern30-target106 14 0 217 144 4103 1500 0 0.00165915
all-images-CVIU11-pattern30-target107 14 0 109 111 2546 1006 0 0.000873089
all-images-CVIU11-pattern30-target108 14 0 503 344 9071 3726 2 0.00316811
all-images-CVIU11-pattern30-target109 14 0 223 268 6779 1817 0 0.00152183
all-images-CVIU11-pattern30-target11 14 0 61 68 1054 566 0 0.000601053
all-images-CVIU11-pattern30-target110 14 0 132 85 1261 586 0 0.000649929
all-images-CVIU11-pattern30-target111 14 0 75 77 1498 647 0 0.000550985
all-images-CVIU11-pattern30-target112 14 0 74 78 1163 574 0 0.000748873
all-images-CVIU11-pattern30-target113 14 0 91 100 1763 749 0 0.000604153
all-images-CVIU11-pattern30-target114 14 0 52 57 1175 506 0 0.00062108
all-images-CVIU11-pattern30-target115 14 0 144 289 2994 1238 0 0.00159001
all-images-CVIU11-pattern30-target116 14 0 379 369 9614 3716 2 0.00296903
all-images-CVIU11-pattern30-target117 14 0 289 206 4342 2243 0 0.00127006
all-images-CVIU11-pattern30-target118 14 0 206 139 3207 1146 0 0.00121498
