instance family sat glasgowdegreenorestartsnonogoodsinduced glasgowbiasedinduced pathladinduced vf2induced vf3induced riinduced
phase-30-150-0.76-0.70-0.72-4 12 0 4055 4995 NaN NaN NaN NaN
phase-30-150-0.76-0.70-0.72-5 12 0 21015 21004 NaN NaN NaN NaN
phase-30-150-0.76-0.70-0.72-6 12 0 3314 3216 NaN NaN NaN NaN
phase-30-150-0.76-0.70-0.72-7 12 0 8893 9001 NaN NaN NaN NaN
phase-30-150-0.76-0.70-0.72-8 12 0 5537 5540 NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-1 12 0 528160 577935 NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-2 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-3 12 0 83111 89304 NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-4 12 0 59164 60117 NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-5 12 0 23076 22847 NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-6 12 0 100290 101411 NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-7 12 0 377719 418183 NaN NaN NaN NaN
phase-30-150-0.78-0.72-0.74-8 12 0 122240 125988 NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-1 12 0 14402 14315 NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-2 12 0 370217 395536 NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-3 12 0 14831 12386 NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-4 12 0 973452 NaN NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-5 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-6 12 0 17449 16961 NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-7 12 0 37530 36935 NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-8 12 0 84803 84065 NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-1 12 0 73494 73063 NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-2 12 0 198040 211946 NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-3 12 0 50925 52784 NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-4 12 0 383806 411103 NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-5 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-6 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-7 12 0 187752 193942 NaN NaN NaN NaN
phase-30-150-0.82-0.74-0.76-8 12 0 43598 44748 NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-1 12 0 372882 384015 NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-2 12 0 76280 70101 NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-3 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-4 12 0 415455 440580 NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-5 12 0 33943 34407 NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-6 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-7 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-8 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-1 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-2 12 0 75565 75069 NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-3 12 0 348677 371216 NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-4 12 0 155615 163080 NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-5 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-6 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-7 12 0 635158 674984 NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-8 12 0 362522 384040 NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-1 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-2 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-3 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-4 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-5 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-6 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-7 12 X NaN NaN NaN NaN NaN NaN
phase-30-150-0.86-0.76-0.78-8 12 X NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern1-target1 13 0 47 47 008 10 0 0.00020504
all-meshes-CVIU11-pattern1-target10 13 0 31 32 007 26 3 0.00576401
all-meshes-CVIU11-pattern1-target100 13 0 1053 1057 263 233 2 0.0118291
all-meshes-CVIU11-pattern1-target102 13 0 423 681 094 103 0 0.000386
all-meshes-CVIU11-pattern1-target103 13 0 883 1666 186 5366 73 0.288642
all-meshes-CVIU11-pattern1-target104 13 0 2 1 000 0 0 5.88894e-05
all-meshes-CVIU11-pattern1-target106 13 0 26 17 007 6 0 8.10623e-05
all-meshes-CVIU11-pattern1-target107 13 0 1029 1059 200 179 1 0.00119114
all-meshes-CVIU11-pattern1-target108 13 0 64 38 009 23 0 8.79765e-05
all-meshes-CVIU11-pattern1-target109 13 0 16 10 001 5 0 5.88894e-05
all-meshes-CVIU11-pattern1-target11 13 0 8 13 001 3 0 0.000133991
all-meshes-CVIU11-pattern1-target110 13 0 21 13 002 24 0 0.00128102
all-meshes-CVIU11-pattern1-target111 13 0 115 120 010 16 0 0.000130177
all-meshes-CVIU11-pattern1-target112 13 0 639 1116 100 6844 76 0.339304
all-meshes-CVIU11-pattern1-target113 13 0 59 58 010 53 1 0.016242
all-meshes-CVIU11-pattern1-target114 13 0 18 27 004 8 0 0.000144005
all-meshes-CVIU11-pattern1-target115 13 0 7 7 001 3 0 3.38554e-05
all-meshes-CVIU11-pattern1-target116 13 0 6 6 000 2 0 3.29018e-05
all-meshes-CVIU11-pattern1-target117 13 0 4 5 001 1 0 2.31266e-05
all-meshes-CVIU11-pattern1-target118 13 0 2 4 000 0 0 0.000148058
all-meshes-CVIU11-pattern1-target119 13 0 95 56 011 25 0 8.58307e-05
all-meshes-CVIU11-pattern1-target12 13 0 5 3 000 0 0 3.00407e-05
all-meshes-CVIU11-pattern1-target120 13 0 19 19 002 5 0 7.58171e-05
all-meshes-CVIU11-pattern1-target121 13 0 7 8 001 1 0 3.71933e-05
all-meshes-CVIU11-pattern1-target122 13 0 19 19 003 2 0 5.00679e-05
all-meshes-CVIU11-pattern1-target123 13 0 20 11 003 5 0 7.00951e-05
all-meshes-CVIU11-pattern1-target124 13 0 208 143 011 65 0 0.00011301
all-meshes-CVIU11-pattern1-target125 13 0 34 34 004 13 0 0.028815
all-meshes-CVIU11-pattern1-target126 13 0 815 777 349 184 2 0.000330925
all-meshes-CVIU11-pattern1-target127 13 0 67 41 008 5 0 8.2016e-05
all-meshes-CVIU11-pattern1-target128 13 0 2 1 000 0 0 1.09673e-05
all-meshes-CVIU11-pattern1-target129 13 0 1442 1469 306 183 1 0.00030303
all-meshes-CVIU11-pattern1-target13 13 0 117 79 009 23 0 0.00018692
all-meshes-CVIU11-pattern1-target130 13 0 345 367 054 64 0 0.000115156
all-meshes-CVIU11-pattern1-target131 13 0 47 57 006 24 0 0.00127912
all-meshes-CVIU11-pattern1-target132 13 0 375 375 039 80 0 0.183045
all-meshes-CVIU11-pattern1-target133 13 0 220 408 034 43 0 0.000134945
all-meshes-CVIU11-pattern1-target134 13 0 977 990 475 237 1 0.000276089
all-meshes-CVIU11-pattern1-target135 13 0 3 4 001 1 0 2.00272e-05
all-meshes-CVIU11-pattern1-target136 13 0 242 421 035 123 0 0.000144958
all-meshes-CVIU11-pattern1-target137 13 0 55 55 007 17 0 8.79765e-05
all-meshes-CVIU11-pattern1-target138 13 0 99 57 018 25 0 0.000766039
all-meshes-CVIU11-pattern1-target139 13 0 3115 2050 283 415 1 0.00031209
all-meshes-CVIU11-pattern1-target14 13 0 7 7 001 2 0 3.98159e-05
all-meshes-CVIU11-pattern1-target140 13 0 70 73 011 14 0 0.000119925
all-meshes-CVIU11-pattern1-target141 13 0 105 82 016 24 0 7.39098e-05
all-meshes-CVIU11-pattern1-target143 13 0 5 3 004 8 0 0.000801086
all-meshes-CVIU11-pattern1-target144 13 0 26 17 007 7 0 5.6982e-05
all-meshes-CVIU11-pattern1-target145 13 0 28 29 005 66 0 0.023936
all-meshes-CVIU11-pattern1-target146 13 0 36 39 012 32 0 6.50883e-05
all-meshes-CVIU11-pattern1-target147 13 0 53 53 004 29 0 0.0262549
all-meshes-CVIU11-pattern1-target148 13 0 121 143 018 35 0 0.00011611
all-meshes-CVIU11-pattern1-target149 13 0 83 84 015 17 0 0.000299931
all-meshes-CVIU11-pattern1-target15 13 0 120 118 014 33 0 9.20296e-05
all-meshes-CVIU11-pattern1-target150 13 0 553 495 113 168 1 0.00170803
all-meshes-CVIU11-pattern1-target151 13 0 16 16 004 16 0 0.00492501
all-meshes-CVIU11-pattern1-target152 13 0 446 488 102 136 1 0.00146794
all-meshes-CVIU11-pattern1-target153 13 0 3 3 001 0 0 2.00272e-05
all-meshes-CVIU11-pattern1-target154 13 0 35 37 005 34 0 0.00293398
all-meshes-CVIU11-pattern1-target155 13 0 211 251 025 38 0 0.000528097
all-meshes-CVIU11-pattern1-target156 13 0 294 319 069 155 0 0.000198841
all-meshes-CVIU11-pattern1-target157 13 0 105 192 017 43 0 0.000308037
all-meshes-CVIU11-pattern1-target158 13 0 565 659 083 126 1 0.000392914
all-meshes-CVIU11-pattern1-target159 13 0 2 2 002 0 0 1.78814e-05
all-meshes-CVIU11-pattern1-target16 13 0 72 77 022 21 0 5.6982e-05
all-meshes-CVIU11-pattern1-target160 13 0 39 40 005 11 0 0.000110865
all-meshes-CVIU11-pattern1-target161 13 0 99 62 012 24 0 6.60419e-05
all-meshes-CVIU11-pattern1-target162 13 0 578 415 042 71 0 0.000498056
all-meshes-CVIU11-pattern1-target163 13 0 172 197 049 86 0 0.00121903
all-meshes-CVIU11-pattern1-target164 13 0 179 212 024 38 0 0.000154018
all-meshes-CVIU11-pattern1-target165 13 0 5 5 002 3 0 0.00024581
all-meshes-CVIU11-pattern1-target166 13 0 2 3 000 0 0 4.3869e-05
all-meshes-CVIU11-pattern1-target167 13 0 196 228 039 55 0 0.000272036
all-meshes-CVIU11-pattern1-target168 13 0 58 37 011 17 0 5.6982e-05
all-meshes-CVIU11-pattern1-target169 13 0 492 538 059 190 0 0.000317097
all-meshes-CVIU11-pattern1-target17 13 0 62 69 017 36 0 8.2016e-05
all-meshes-CVIU11-pattern1-target170 13 0 16 15 005 6 0 7.58171e-05
all-meshes-CVIU11-pattern1-target171 13 0 23 19 009 7 0 0.000149965
all-meshes-CVIU11-pattern1-target172 13 0 20 13 004 5 0 5.50747e-05
all-meshes-CVIU11-pattern1-target173 13 0 38 61 005 16 0 0.000350952
all-meshes-CVIU11-pattern1-target174 13 0 17 11 003 4 0 5.4121e-05
all-meshes-CVIU11-pattern1-target175 13 0 4 2 001 0 0 3.00407e-05
all-meshes-CVIU11-pattern1-target176 13 0 3 3 000 1 0 2.38419e-05
all-meshes-CVIU11-pattern1-target177 13 0 14 24 002 6 0 7.00951e-05
all-meshes-CVIU11-pattern1-target178 13 0 14 14 001 7 0 0.00148201
all-meshes-CVIU11-pattern1-target179 13 0 10 9 002 2 0 4.1008e-05
all-meshes-CVIU11-pattern1-target18 13 0 113 102 022 20 0 8.60691e-05
all-meshes-CVIU11-pattern1-target180 13 0 28 28 005 14 0 0.000139952
all-meshes-CVIU11-pattern1-target181 13 0 17 11 001 7 0 6.29425e-05
all-meshes-CVIU11-pattern1-target182 13 0 43 27 007 9 0 8.39233e-05
all-meshes-CVIU11-pattern1-target184 13 0 6 9 000 2 0 4.3869e-05
all-meshes-CVIU11-pattern1-target185 13 0 1408 1438 187 4420 30 0.496635
all-meshes-CVIU11-pattern1-target186 13 0 1874 2102 263 235 1 0.0016191
all-meshes-CVIU11-pattern1-target187 13 0 593 663 123 210 1 0.025656
all-meshes-CVIU11-pattern1-target188 13 0 133 133 026 27 0 0.000216961
all-meshes-CVIU11-pattern1-target189 13 0 282 357 054 54 1 0.00945997
all-meshes-CVIU11-pattern1-target19 13 0 61 64 014 21 0 8.60691e-05
all-meshes-CVIU11-pattern1-target190 13 0 12 12 001 4 0 5.29289e-05
all-meshes-CVIU11-pattern1-target191 13 0 946 932 146 1940 3 0.00436091
all-meshes-CVIU11-pattern1-target192 13 0 57 94 019 29 0 8.32081e-05
all-meshes-CVIU11-pattern1-target193 13 0 160 272 075 45 0 8.39233e-05
all-meshes-CVIU11-pattern1-target194 13 0 129 136 035 37 0 0.000145912
all-meshes-CVIU11-pattern1-target195 13 0 265 290 072 60 0 0.000159025
all-meshes-CVIU11-pattern1-target196 13 0 10 10 001 3 0 0.0133839
all-meshes-CVIU11-pattern1-target197 13 0 19 30 006 7 0 4.19617e-05
all-meshes-CVIU11-pattern1-target198 13 0 2 2 001 1 0 1.38283e-05
all-meshes-CVIU11-pattern1-target199 13 0 15 14 001 2 0 3.19481e-05
all-meshes-CVIU11-pattern1-target2 13 0 1368 1361 196 211 1 0.000864983
all-meshes-CVIU11-pattern1-target20 13 0 83 82 034 23 0 9.799e-05
all-meshes-CVIU11-pattern1-target200 13 0 12 11 008 6 0 6.00815e-05
all-meshes-CVIU11-pattern1-target201 13 0 318 223 015 81 0 0.175429
all-meshes-CVIU11-pattern1-target202 13 0 19 19 003 7 0 0.00637197
all-meshes-CVIU11-pattern1-target203 13 0 78 86 024 25 0 9.89437e-05
all-meshes-CVIU11-pattern1-target204 13 0 364 436 189 146 1 0.000181913
all-meshes-CVIU11-pattern1-target205 13 0 15 15 001 9 0 8.51154e-05
all-meshes-CVIU11-pattern1-target206 13 0 712 620 083 324 0 0.000266075
all-meshes-CVIU11-pattern1-target207 13 0 20 32 003 3 0 8.39233e-05
all-meshes-CVIU11-pattern1-target208 13 0 392 444 062 63 3 0.322515
all-meshes-CVIU11-pattern1-target209 13 0 175 179 032 45 0 0.000115156
all-meshes-CVIU11-pattern1-target21 13 0 93 56 018 16 0 8.51154e-05
all-meshes-CVIU11-pattern1-target210 13 0 183 137 013 204 9 0.141346
all-meshes-CVIU11-pattern1-target211 13 0 50 51 006 7 0 0.000143051
all-meshes-CVIU11-pattern1-target212 13 0 151 133 023 36 0 0.000168085
all-meshes-CVIU11-pattern1-target213 13 0 13 8 002 2 0 3.69549e-05
all-meshes-CVIU11-pattern1-target214 13 0 3 3 000 1 0 3.00407e-05
all-meshes-CVIU11-pattern1-target215 13 0 115 125 035 46 0 0.0133061
all-meshes-CVIU11-pattern1-target216 13 0 18 17 004 3 0 8.29697e-05
all-meshes-CVIU11-pattern1-target217 13 0 240 455 026 63 0 0.000157118
all-meshes-CVIU11-pattern1-target218 13 0 279 204 038 41 0 0.000180006
all-meshes-CVIU11-pattern1-target219 13 0 1295 1423 160 126 1 0.000298977
all-meshes-CVIU11-pattern1-target22 13 0 84 89 037 25 0 6.8903e-05
all-meshes-CVIU11-pattern1-target220 13 0 3 3 000 3 0 0.00414491
all-meshes-CVIU11-pattern1-target221 13 0 146 144 016 35 0 0.000403881
all-meshes-CVIU11-pattern1-target222 13 0 23 23 007 5 0 4.91142e-05
all-meshes-CVIU11-pattern1-target223 13 0 300 330 035 40 0 0.000178099
all-meshes-CVIU11-pattern1-target224 13 0 37 62 010 13 0 6.8903e-05
all-meshes-CVIU11-pattern1-target225 13 0 282 478 148 73 1 0.00011301
all-meshes-CVIU11-pattern1-target226 13 0 2 2 000 0 0 1.09673e-05
all-meshes-CVIU11-pattern1-target227 13 0 387 316 075 71 0 0.000184059
all-meshes-CVIU11-pattern1-target228 13 0 927 562 058 164 0 0.000184059
all-meshes-CVIU11-pattern1-target229 13 0 4 4 000 3 0 1.81198e-05
all-meshes-CVIU11-pattern1-target23 13 0 69 76 019 30 0 8.39233e-05
all-meshes-CVIU11-pattern1-target230 13 0 122 142 018 51 0 0.000149965
all-meshes-CVIU11-pattern1-target231 13 0 1054 1193 206 107 1 0.000481129
all-meshes-CVIU11-pattern1-target232 13 0 53 53 008 9 0 0.000155926
all-meshes-CVIU11-pattern1-target233 13 0 74 75 006 10 0 0.000263929
all-meshes-CVIU11-pattern1-target234 13 0 6 4 001 1 0 2.38419e-05
all-meshes-CVIU11-pattern1-target235 13 0 18 18 004 7 0 5.10216e-05
all-meshes-CVIU11-pattern1-target237 13 0 12 17 004 4 0 6.48499e-05
all-meshes-CVIU11-pattern1-target238 13 0 984 997 106 119 0 0.000254869
all-meshes-CVIU11-pattern1-target24 13 0 124 114 014 23 0 6.69956e-05
all-meshes-CVIU11-pattern1-target240 13 0 2 3 001 1 0 0.000237942
all-meshes-CVIU11-pattern1-target241 13 0 263 492 046 86 0 0.000314951
all-meshes-CVIU11-pattern1-target242 13 0 663 759 099 100 1 0.000320911
all-meshes-CVIU11-pattern1-target243 13 0 686 1050 053 63 0 0.000251055
all-meshes-CVIU11-pattern1-target244 13 0 123 137 020 86 1 0.0209
all-meshes-CVIU11-pattern1-target245 13 0 22 11 002 4 0 3.31402e-05
all-meshes-CVIU11-pattern1-target246 13 0 151 90 019 27 0 0.000118971
all-meshes-CVIU11-pattern1-target247 13 0 17 11 003 3 0 6.79493e-05
all-meshes-CVIU11-pattern1-target248 13 0 40 66 006 12 0 0.000118017
all-meshes-CVIU11-pattern1-target249 13 0 25 15 004 14 0 0.000257969
all-meshes-CVIU11-pattern1-target25 13 0 65 109 014 21 0 5.48363e-05
all-meshes-CVIU11-pattern1-target250 13 0 12 8 002 2 0 8.79765e-05
all-meshes-CVIU11-pattern1-target251 13 0 12 15 002 1 0 3.71933e-05
all-meshes-CVIU11-pattern1-target252 13 0 126 216 016 39 0 0.000164986
all-meshes-CVIU11-pattern1-target253 13 0 159 103 016 27 0 0.00015378
all-meshes-CVIU11-pattern1-target254 13 0 5 3 001 1 0 6.79493e-05
all-meshes-CVIU11-pattern1-target255 13 0 420 675 144 180 0 0.000230074
all-meshes-CVIU11-pattern1-target256 13 0 1905 1905 276 335 1 0.000406981
all-meshes-CVIU11-pattern1-target257 13 0 9 6 000 2 0 2.09808e-05
all-meshes-CVIU11-pattern1-target258 13 0 6 6 001 1 0 4.60148e-05
all-meshes-CVIU11-pattern1-target26 13 0 141 85 024 24 0 6.69956e-05
all-meshes-CVIU11-pattern1-target260 13 0 2 2 000 1 0 3.21865e-05
all-meshes-CVIU11-pattern1-target261 13 0 171 187 021 36 0 0.000157833
all-meshes-CVIU11-pattern1-target262 13 0 222 186 028 30 0 0.000207186
all-meshes-CVIU11-pattern1-target263 13 0 23 37 005 6 0 0.000406027
all-meshes-CVIU11-pattern1-target264 13 0 201 230 026 40 0 0.000538826
all-meshes-CVIU11-pattern1-target265 13 0 10 10 002 2 0 3.98159e-05
all-meshes-CVIU11-pattern1-target266 13 0 27 28 004 11 0 5.19753e-05
all-meshes-CVIU11-pattern1-target267 13 0 285 326 068 46 0 0.000838995
all-meshes-CVIU11-pattern1-target268 13 0 697 785 098 153 1 0.000364065
all-meshes-CVIU11-pattern1-target269 13 0 40 44 006 17 0 6.50883e-05
all-meshes-CVIU11-pattern1-target27 13 0 72 71 028 21 0 6.50883e-05
all-meshes-CVIU11-pattern1-target270 13 0 49 49 014 16 0 9.01222e-05
all-meshes-CVIU11-pattern1-target271 13 0 2 3 001 1 0 0.000133038
all-meshes-CVIU11-pattern1-target272 13 0 15 15 000 2 0 4.31538e-05
all-meshes-CVIU11-pattern1-target273 13 0 856 843 100 205 1 0.328158
all-meshes-CVIU11-pattern1-target275 13 0 3 3 001 1 0 2.59876e-05
all-meshes-CVIU11-pattern1-target278 13 0 1 1 001 0 0 1.69277e-05
all-meshes-CVIU11-pattern1-target279 13 0 4 4 001 2 0 6.48499e-05
all-meshes-CVIU11-pattern1-target28 13 0 71 97 029 21 0 6.29425e-05
all-meshes-CVIU11-pattern1-target280 13 0 638 643 076 79 1 0.000308037
all-meshes-CVIU11-pattern1-target281 13 0 616 707 099 106 0 0.000306129
all-meshes-CVIU11-pattern1-target282 13 0 83 152 013 23 0 7.98702e-05
all-meshes-CVIU11-pattern1-target283 13 0 648 648 075 120 0 0.000234127
all-meshes-CVIU11-pattern1-target284 13 0 165 98 019 29 0 0.000144958
all-meshes-CVIU11-pattern1-target285 13 0 568 666 125 178 4 0.0674679
all-meshes-CVIU11-pattern1-target286 13 0 16 10 003 4 0 5.6982e-05
all-meshes-CVIU11-pattern1-target287 13 0 54 53 012 22 0 0.000132084
all-meshes-CVIU11-pattern1-target288 13 0 214 119 019 23 0 0.000211
all-meshes-CVIU11-pattern1-target289 13 0 2 2 000 1 0 2.31266e-05
all-meshes-CVIU11-pattern1-target29 13 0 106 114 038 30 0 7.51019e-05
all-meshes-CVIU11-pattern1-target290 13 0 3 3 001 2 0 6.50883e-05
all-meshes-CVIU11-pattern1-target291 13 0 807 917 116 99 1 0.000179052
all-meshes-CVIU11-pattern1-target292 13 0 51 51 015 26 1 0.0126441
all-meshes-CVIU11-pattern1-target293 13 0 2 2 001 1 0 2.00272e-05
all-meshes-CVIU11-pattern1-target294 13 0 171 176 041 27 0 0.000311136
all-meshes-CVIU11-pattern1-target295 13 0 144 107 007 20 0 0.000115156
all-meshes-CVIU11-pattern1-target296 13 0 6 8 000 1 0 2.90871e-05
all-meshes-CVIU11-pattern1-target297 13 0 79 138 022 25 0 9.70364e-05
all-meshes-CVIU11-pattern1-target298 13 0 55 37 002 7 0 0.000102043
all-meshes-CVIU11-pattern1-target299 13 0 1 1 000 0 0 1.4782e-05
all-meshes-CVIU11-pattern1-target3 13 0 10 18 001 3 0 5.50747e-05
all-meshes-CVIU11-pattern1-target30 13 0 123 94 037 23 0 8.91685e-05
all-meshes-CVIU11-pattern1-target300 13 0 28 29 013 11 0 9.39369e-05
all-meshes-CVIU11-pattern1-target303 13 0 119 187 013 38 4 0.052093
all-meshes-CVIU11-pattern1-target304 13 0 7 7 002 4 0 5.10216e-05
all-meshes-CVIU11-pattern1-target305 13 0 18 11 003 5 0 6.38962e-05
all-meshes-CVIU11-pattern1-target306 13 0 1882 1192 203 353 2 0.00217509
all-meshes-CVIU11-pattern1-target307 13 0 8 9 005 4 0 0.000892878
all-meshes-CVIU11-pattern1-target308 13 0 2317 2507 300 201 1 0.000370979
all-meshes-CVIU11-pattern1-target309 13 0 89 55 012 30 0 7.70092e-05
all-meshes-CVIU11-pattern1-target31 13 0 52 96 014 15 0 7.98702e-05
all-meshes-CVIU11-pattern1-target310 13 0 25 36 006 17 0 8.08239e-05
all-meshes-CVIU11-pattern1-target311 13 0 1195 1208 170 128 1 0.000726938
all-meshes-CVIU11-pattern1-target312 13 0 6 6 002 6 0 0.000448942
all-meshes-CVIU11-pattern1-target313 13 0 408 288 028 61 0 0.000498056
all-meshes-CVIU11-pattern1-target314 13 0 1937 1887 254 193 1 0.000892162
all-meshes-CVIU11-pattern1-target315 13 0 4 6 001 1 0 1.78814e-05
all-meshes-CVIU11-pattern1-target316 13 0 29 28 007 12 0 8.2016e-05
all-meshes-CVIU11-pattern1-target317 13 0 10 6 002 3 0 3.50475e-05
all-meshes-CVIU11-pattern1-target318 13 0 1191 1222 162 130 1 0.00128818
all-meshes-CVIU11-pattern1-target319 13 0 7 7 001 2 0 4.91142e-05
all-meshes-CVIU11-pattern1-target32 13 0 53 46 009 20 0 5.4121e-05
all-meshes-CVIU11-pattern1-target320 13 0 10 10 002 5 0 3.50475e-05
all-meshes-CVIU11-pattern1-target321 13 0 60 64 008 30 0 0.006037
all-meshes-CVIU11-pattern1-target322 13 0 947 881 312 183 1 0.000173807
all-meshes-CVIU11-pattern1-target323 13 0 90 54 006 6 0 0.000188112
all-meshes-CVIU11-pattern1-target324 13 0 43 27 005 5 0 6.19888e-05
all-meshes-CVIU11-pattern1-target325 13 0 5 10 000 0 0 1.97887e-05
all-meshes-CVIU11-pattern1-target326 13 0 165 174 029 25 0 0.000132799
all-meshes-CVIU11-pattern1-target327 13 0 73 82 015 72 0 0.0125241
all-meshes-CVIU11-pattern1-target328 13 0 365 494 041 64 0 0.000427008
all-meshes-CVIU11-pattern1-target329 13 0 201 348 026 39 0 0.000267982
all-meshes-CVIU11-pattern1-target33 13 0 74 77 007 87 1 0.0257301
all-meshes-CVIU11-pattern1-target330 13 0 12 19 002 3 0 7.41482e-05
all-meshes-CVIU11-pattern1-target331 13 0 2113 2103 282 303 1 0.000354052
all-meshes-CVIU11-pattern1-target332 13 0 24 34 005 11 0 0.000105143
all-meshes-CVIU11-pattern1-target333 13 0 159 184 023 67 0 0.000552893
all-meshes-CVIU11-pattern1-target334 13 0 58 35 006 69 0 0.00160503
all-meshes-CVIU11-pattern1-target335 13 0 17 17 006 5 0 7.20024e-05
all-meshes-CVIU11-pattern1-target336 13 0 9 8 001 3 0 4.60148e-05
all-meshes-CVIU11-pattern1-target337 13 0 7 7 001 5 0 2.59876e-05
all-meshes-CVIU11-pattern1-target338 13 0 1 2 000 1 0 2.31266e-05
all-meshes-CVIU11-pattern1-target339 13 0 6 6 003 1 0 8.41618e-05
all-meshes-CVIU11-pattern1-target34 13 0 454 502 060 119 0 0.000243902
all-meshes-CVIU11-pattern1-target340 13 0 86 87 015 24 0 0.000432014
all-meshes-CVIU11-pattern1-target341 13 0 9 9 003 8 0 0.000241041
all-meshes-CVIU11-pattern1-target342 13 0 79 48 141 2792 0 0.00158
all-meshes-CVIU11-pattern1-target343 13 0 917 971 133 215 1 0.000202894
all-meshes-CVIU11-pattern1-target344 13 0 13 13 004 2 0 9.41753e-05
all-meshes-CVIU11-pattern1-target345 13 0 18 18 003 4 0 0.000103951
all-meshes-CVIU11-pattern1-target346 13 0 15 15 001 2 0 4.1008e-05
all-meshes-CVIU11-pattern1-target347 13 0 2 1 000 0 0 1.50204e-05
all-meshes-CVIU11-pattern1-target348 13 0 30 23 003 6 0 5.88894e-05
all-meshes-CVIU11-pattern1-target349 13 0 8 8 004 3 0 4.81606e-05
all-meshes-CVIU11-pattern1-target35 13 0 24 21 002 9 0 6.69956e-05
all-meshes-CVIU11-pattern1-target350 13 0 53 54 014 31 0 0.00212502
all-meshes-CVIU11-pattern1-target351 13 0 2 2 000 0 0 4.48227e-05
all-meshes-CVIU11-pattern1-target352 13 0 51 53 004 6 0 0.000761032
all-meshes-CVIU11-pattern1-target353 13 0 749 853 096 109 1 0.000221968
all-meshes-CVIU11-pattern1-target354 13 0 9 11 002 42 2 0.00120997
all-meshes-CVIU11-pattern1-target356 13 0 1 1 000 0 0 1.28746e-05
all-meshes-CVIU11-pattern1-target357 13 0 9 9 001 2 0 4.60148e-05
all-meshes-CVIU11-pattern1-target358 13 0 16 16 002 5 0 7.79629e-05
all-meshes-CVIU11-pattern1-target359 13 0 17 10 001 3 0 7.98702e-05
all-meshes-CVIU11-pattern1-target36 13 0 305 327 061 94 1 0.0013051
all-meshes-CVIU11-pattern1-target360 13 0 312 459 131 121 1 0.00019908
all-meshes-CVIU11-pattern1-target361 13 0 138 108 026 28 0 9.58443e-05
all-meshes-CVIU11-pattern1-target362 13 0 15 9 001 3 0 3.8147e-05
all-meshes-CVIU11-pattern1-target363 13 0 1 1 000 0 0 2.31266e-05
all-meshes-CVIU11-pattern1-target364 13 0 16 15 005 8 0 0.000298977
all-meshes-CVIU11-pattern1-target365 13 0 19 22 007 12 0 0.015202
